GOV,Level of government,TAX,Revenue category,Year,Value
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2015,8011.57
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2016,6228.706
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2017,7782.799
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2018,7317.476
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2019,7673.179
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2020,10800.866
NES,Total,TOTALNTNG,Total non-tax revenue excluding grants,2021,9548.196
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2004,3837.734
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2005,4215.054
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2006,6019.629
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2007,6481.955
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2008,7710.824
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2009,8184.764
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2010,7294.919
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2011,7412.247
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2012,10664.867
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2013,11916.102
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2014,13718.494
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2015,13883.813
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2016,12223.512
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2017,13877.826
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2018,14606.415
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2019,14920.918
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2020,17571.733
FED,Federal or Central government,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2021,17374.608
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2004,3837.734
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2005,4215.054
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2006,6019.629
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2007,6481.955
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2008,7710.824
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2009,8184.764
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2010,7294.919
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2011,7412.247
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2012,10664.867
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2013,11916.102
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2014,13718.494
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2015,13883.813
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2016,12223.512
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2017,13877.826
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2018,14606.415
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2019,14920.918
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2020,17571.733
NES,Total,TOTALNOGRANTS,Total tax and non-tax revenue excluding grants,2021,17374.608
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2004,55.076
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2005,53.217
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2006,57.477
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2007,70.831
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2008,74.816
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2009,98.988
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2010,109.856
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2011,91.957
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2012,103.543
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2013,121.37
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2014,108.452
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2015,102.291
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2016,127.62
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2017,191.36
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2018,212.156
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2019,215.049
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2020,81.735
FED,Federal or Central government,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2021,266.318
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2004,55.076
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2005,53.217
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2006,57.477
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2007,70.831
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2008,74.816
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2009,98.988
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2010,109.856
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2011,91.957
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2012,103.543
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2013,121.37
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2014,108.452
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2015,102.291
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2016,127.62
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2017,191.36
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2018,212.156
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2019,215.049
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2020,81.735
NES,Total,MEMO_L01_LSO,Excise taxes collected on behalf of the SACU Common Revenue Pool,2021,266.318
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2004,58.074
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2005,17.586
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2006,17.678
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2007,30.947
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2008,32.095
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2009,25.391
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2010,32.322
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2011,55.927
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2012,73.566
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2013,71.732
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2014,94.401
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2015,145.494
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2016,108.44
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2017,120.657
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2018,145.14
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2019,146.958
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2020,106.981
FED,Federal or Central government,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2021,133.853
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2004,58.074
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2005,17.586
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2006,17.678
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2007,30.947
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2008,32.095
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2009,25.391
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2010,32.322
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2011,55.927
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2012,73.566
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2013,71.732
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2014,94.401
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2015,145.494
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2016,108.44
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2017,120.657
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2018,145.14
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2019,146.958
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2020,106.981
NES,Total,MEMO_L02_LSO,Import duties collected on behalf of the SACU Common Revenue Pool,2021,133.853
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2004,463.51
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2005,462.862
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2006,522.002
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2007,617.326
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2008,791.459
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2009,837.325
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2010,1045.561
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2011,1164.897
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2012,1481.07
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2013,1531.516
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2014,1805.725
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2015,1996.112
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2016,2130.628
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2017,2250.492
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2018,2681.488
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2019,2877.285
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2020,2668.417
FED,Federal or Central government,5111_L02_01_LSO,VAT - Domestic (Gross),2021,3140.947
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2004,-50.356
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2005,-59.38
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2006,-77.768
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2007,-89.082
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2008,-172.485
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2009,-164.981
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2010,-237.861
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2011,-291.021
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2012,-409.441
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2013,-351.264
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2014,-394.026
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2015,-566.002
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2016,-674.828
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2017,-631.698
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2018,-681.585
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2019,-866.652
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2020,-722.489
FED,Federal or Central government,5111_L02_02_LSO,VAT - Domestic (Refunds),2021,-860.203
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2004,463.51
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2005,462.862
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2006,522.002
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2007,617.326
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2008,791.459
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2009,837.325
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2010,1045.561
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2011,1164.897
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2012,1481.07
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2013,1531.516
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2014,1805.725
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2015,1996.112
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2016,2130.628
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2017,2250.492
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2018,2681.488
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2019,2877.285
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2020,2668.417
NES,Total,5111_L02_01_LSO,VAT - Domestic (Gross),2021,3140.947
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2004,-50.356
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2005,-59.38
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2006,-77.768
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2007,-89.082
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2008,-172.485
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2009,-164.981
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2010,-237.861
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2011,-291.021
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2012,-409.441
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2013,-351.264
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2014,-394.026
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2015,-566.002
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2016,-674.828
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2017,-631.698
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2018,-681.585
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2019,-866.652
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2020,-722.489
NES,Total,5111_L02_02_LSO,VAT - Domestic (Refunds),2021,-860.203
